time	from	to

2025-07-02T00:00:00	0	2	
2025-07-02T00:00:00	0	1	
2025-07-02T00:00:00	1	2	
2025-07-02T00:00:00	1	0	
2025-07-02T00:00:00	2	1	
2025-07-02T00:00:00	2	0	
2025-07-03T00:00:00	0	2	
2025-07-03T00:00:00	0	1	
2025-07-03T00:00:00	1	2	
2025-07-03T00:00:00	1	0	
2025-07-03T00:00:00	2	1	
2025-07-03T00:00:00	2	0	
2025-07-04T00:00:00	0	2	
2025-07-04T00:00:00	0	1	
2025-07-04T00:00:00	1	2	
2025-07-04T00:00:00	1	0	
2025-07-04T00:00:00	2	1	
2025-07-04T00:00:00	2	0	
2025-07-05T00:00:00	0	2	
2025-07-05T00:00:00	0	1	
2025-07-05T00:00:00	1	2	
2025-07-05T00:00:00	1	0	
2025-07-05T00:00:00	2	1	
2025-07-05T00:00:00	2	0	
2025-07-06T00:00:00	0	2	
2025-07-06T00:00:00	0	1	
2025-07-06T00:00:00	1	2	
2025-07-06T00:00:00	1	0	
2025-07-06T00:00:00	2	1	
2025-07-06T00:00:00	2	0	
2025-07-07T00:00:00	0	2	
2025-07-07T00:00:00	0	1	
2025-07-07T00:00:00	1	2	
2025-07-07T00:00:00	1	0	
2025-07-07T00:00:00	2	1	
2025-07-07T00:00:00	2	0	
2025-07-08T00:00:00	0	2	
2025-07-08T00:00:00	0	1	
2025-07-08T00:00:00	1	2	
2025-07-08T00:00:00	1	0	
2025-07-08T00:00:00	2	1	
2025-07-08T00:00:00	2	0	
2025-07-09T00:00:00	0	2	
2025-07-09T00:00:00	0	1	
2025-07-09T00:00:00	1	2	
2025-07-09T00:00:00	1	0	
2025-07-09T00:00:00	2	1	
2025-07-09T00:00:00	2	0	
2025-07-10T00:00:00	0	2	
2025-07-10T00:00:00	0	1	
2025-07-10T00:00:00	1	2	
2025-07-10T00:00:00	1	0	
2025-07-10T00:00:00	2	1	
2025-07-10T00:00:00	2	0	
2025-07-11T00:00:00	0	2	
2025-07-11T00:00:00	0	1	
2025-07-11T00:00:00	1	2	
2025-07-11T00:00:00	1	0	
2025-07-11T00:00:00	2	1	
2025-07-11T00:00:00	2	0	
