118	4	2025-07-01T09:50:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
124	4	2025-07-01T10:20:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
238	0	2025-07-01T19:50:00.000	{1683,6750,9954,6059,2689,6535,9953,2688,7160,6625,658,2698,1631,2704,2777,957,6617,5338,3799,7130,2778,2776,2705,2706,7131,2703,2702,956,2722,2720,2721,7939,8068,2493}
241	4	2025-07-01T20:05:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
244	0	2025-07-01T20:20:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,2698,658,6625,7160,2688}
247	4	2025-07-01T20:35:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
384	4	2025-07-02T08:00:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
390	4	2025-07-02T08:30:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
507	4	2025-07-02T18:15:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
513	4	2025-07-02T18:45:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
672	4	2025-07-03T08:00:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
678	4	2025-07-03T08:30:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
795	4	2025-07-03T18:15:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
801	4	2025-07-03T18:45:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
