0,0,2025-07-01T00:00:00.000,27.083333333333332,POINT (485547.33905596414 4421526.153604189),POINT (486971.8556855318 4422510.6889146175),100.0,1386.2943611198905,7874.485493738839,Yes,1,HighSchoolOrCollege
0,1,2025-07-01T00:00:00.000,43.083333333333336,POINT (487038.28498915996 4420353.145806744),POINT (486971.8556855318 4422510.6889146175),100.0,1098.6122886681098,8315.037660283746,Yes,0,HighSchoolOrCollege
0,2,2025-07-01T00:00:00.000,37.083333333333336,POINT (485057.58590894594 4420442.765882327),POINT (486971.8556855318 4422510.6889146175),100.0,1098.6122886681098,8731.870939519276,Yes,0,Bachelors
0,3,2025-07-01T00:00:00.000,23.083333333333332,POINT (483386.13406596635 4420756.4680047715),,,NaN,10604.758660203952,No,0,HighSchoolOrCollege
0,4,2025-07-01T00:00:00.000,29.083333333333332,POINT (483427.58001767774 4420738.353228444),,,NaN,10516.097789345878,No,0,Low
288,0,2025-07-02T00:00:00.000,27.083333333333332,POINT (485547.33905596414 4421526.153604189),POINT (486971.8556855318 4422510.6889146175),100.0,1386.2943611198905,8388.267437081082,Yes,1,HighSchoolOrCollege
288,1,2025-07-02T00:00:00.000,43.083333333333336,POINT (487038.28498915996 4420353.145806744),POINT (486971.8556855318 4422510.6889146175),100.0,1098.6122886681098,8836.598048378397,Yes,0,HighSchoolOrCollege
288,2,2025-07-02T00:00:00.000,37.083333333333336,POINT (485057.58590894594 4420442.765882327),POINT (486971.8556855318 4422510.6889146175),100.0,1098.6122886681098,9257.431327613927,Yes,0,Bachelors
288,3,2025-07-02T00:00:00.000,23.083333333333332,POINT (483386.13406596635 4420756.4680047715),,,NaN,10595.326051532233,No,0,HighSchoolOrCollege
288,4,2025-07-02T00:00:00.000,29.083333333333332,POINT (483427.58001767774 4420738.353228444),,,NaN,10506.66518067416,No,0,Low
576,0,2025-07-03T00:00:00.000,27.083333333333332,POINT (485547.33905596414 4421526.153604189),POINT (486971.8556855318 4422510.6889146175),100.0,1386.2943611198905,8896.215546859017,Yes,1,HighSchoolOrCollege
576,1,2025-07-03T00:00:00.000,43.083333333333336,POINT (487038.28498915996 4420353.145806744),POINT (486971.8556855318 4422510.6889146175),100.0,1098.6122886681098,9359.130742067098,Yes,0,HighSchoolOrCollege
576,2,2025-07-03T00:00:00.000,37.083333333333336,POINT (485057.58590894594 4420442.765882327),POINT (486971.8556855318 4422510.6889146175),100.0,1098.6122886681098,9865.381689944736,Yes,0,Bachelors
576,3,2025-07-03T00:00:00.000,23.083333333333332,POINT (483386.13406596635 4420756.4680047715),,,NaN,10585.893442860513,No,0,HighSchoolOrCollege
576,4,2025-07-03T00:00:00.000,29.083333333333332,POINT (483427.58001767774 4420738.353228444),,,NaN,10497.23257200244,No,0,Low
864,0,2025-07-04T00:00:00.000,27.083333333333332,POINT (485547.33905596414 4421526.153604189),POINT (486971.8556855318 4422510.6889146175),100.0,1386.2943611198905,9406.108267825055,Yes,1,HighSchoolOrCollege
864,1,2025-07-04T00:00:00.000,43.083333333333336,POINT (487038.28498915996 4420353.145806744),POINT (486971.8556855318 4422510.6889146175),100.0,1098.6122886681098,9881.6634357558,Yes,0,HighSchoolOrCollege
864,2,2025-07-04T00:00:00.000,37.083333333333336,POINT (485057.58590894594 4420442.765882327),POINT (486971.8556855318 4422510.6889146175),100.0,1098.6122886681098,10457.381689944736,Yes,0,Bachelors
