0,0,2025-07-01T00:00:00.000,Wage,10818.663338824994,POINT (0 0)
0,0,2025-07-01T00:00:00.000,Shelter,-1386.2943611198905,POINT (0 0)
0,0,2025-07-01T00:00:00.000,Education,-85.79456142318722,POINT (485547.33905596414 4421526.153604189)
0,1,2025-07-01T00:00:00.000,Wage,10512.262237619965,POINT (0 0)
0,1,2025-07-01T00:00:00.000,Shelter,-1098.6122886681098,POINT (0 0)
0,2,2025-07-01T00:00:00.000,Wage,10929.095516855496,POINT (0 0)
0,2,2025-07-01T00:00:00.000,Shelter,-1098.6122886681098,POINT (0 0)
0,3,2025-07-01T00:00:00.000,Wage,10604.758660203952,POINT (0 0)
0,4,2025-07-01T00:00:00.000,Wage,10516.097789345878,POINT (0 0)
0,0,2025-07-01T00:00:00.000,Shelter,-1386.2943611198905,POINT (485547.33905596414 4421526.153604189)
0,0,2025-07-01T00:00:00.000,Education,-85.79456142318722,POINT (485547.33905596414 4421526.153604189)
0,1,2025-07-01T00:00:00.000,Shelter,-1098.6122886681098,POINT (487038.28498915996 4420353.145806744)
0,2,2025-07-01T00:00:00.000,Shelter,-1098.6122886681098,POINT (485057.58590894594 4420442.765882327)
82,0,2025-07-01T06:50:00.000,Food,-4.0,POINT (485547.33905596414 4421526.153604189)
92,1,2025-07-01T07:40:00.000,Food,-4.0,POINT (487038.28498915996 4420353.145806744)
102,3,2025-07-01T08:30:00.000,Food,-4.716304335860201,POINT (483834.4909161149 4422719.660534676)
123,4,2025-07-01T10:15:00.000,Food,-4.716304335860201,POINT (483834.4909161149 4422719.660534676)
131,2,2025-07-01T10:55:00.000,Wage,291.66666666666663,POINT (486971.8556855318 4422510.6889146175)
136,2,2025-07-01T11:20:00.000,Food,-4.716304335860201,POINT (483834.4909161149 4422719.660534676)
157,1,2025-07-01T13:05:00.000,Wage,516.6666666666667,POINT (486971.8556855318 4422510.6889146175)
157,0,2025-07-01T13:05:00.000,Wage,600.0,POINT (486971.8556855318 4422510.6889146175)
162,1,2025-07-01T13:30:00.000,Food,-4.716304335860201,POINT (483834.4909161149 4422719.660534676)
162,0,2025-07-01T13:30:00.000,Food,-4.716304335860201,POINT (483834.4909161149 4422719.660534676)
165,0,2025-07-01T13:45:00.000,Wage,16.666666666666664,POINT (486971.8556855318 4422510.6889146175)
175,1,2025-07-01T14:35:00.000,Wage,100.0,POINT (486971.8556855318 4422510.6889146175)
176,2,2025-07-01T14:40:00.000,Wage,325.0,POINT (486971.8556855318 4422510.6889146175)
180,0,2025-07-01T15:00:00.000,Recreation,-11.667667128613594,POINT (486194.0125563806 4421348.554417097)
199,0,2025-07-01T16:35:00.000,Recreation,-15.556889504818125,POINT (486194.0125563806 4421348.554417097)
204,3,2025-07-01T17:00:00.000,Food,-4.716304335860201,POINT (483834.4909161149 4422719.660534676)
204,2,2025-07-01T17:00:00.000,Recreation,-24.307639851278324,POINT (486194.0125563806 4421348.554417097)
205,1,2025-07-01T17:05:00.000,Recreation,-26.25225103938059,POINT (486194.0125563806 4421348.554417097)
216,0,2025-07-01T18:00:00.000,Recreation,-13.61227831671586,POINT (486194.0125563806 4421348.554417097)
227,1,2025-07-01T18:55:00.000,Recreation,-18.473806286971524,POINT (486194.0125563806 4421348.554417097)
229,2,2025-07-01T19:05:00.000,Recreation,-21.39072306912492,POINT (486194.0125563806 4421348.554417097)
232,1,2025-07-01T19:20:00.000,Food,-4.716304335860201,POINT (483834.4909161149 4422719.660534676)
235,0,2025-07-01T19:35:00.000,Recreation,-15.556889504818125,POINT (486194.0125563806 4421348.554417097)
237,1,2025-07-01T19:45:00.000,Recreation,-3.8892223762045313,POINT (486194.0125563806 4421348.554417097)
243,0,2025-07-01T20:15:00.000,Food,-4.716304335860201,POINT (483834.4909161149 4422719.660534676)
245,2,2025-07-01T20:25:00.000,Recreation,-12.639972722664726,POINT (486194.0125563806 4421348.554417097)
246,4,2025-07-01T20:30:00.000,Food,-4.716304335860201,POINT (483834.4909161149 4422719.660534676)
263,1,2025-07-01T21:55:00.000,Recreation,-22.363028663176056,POINT (486194.0125563806 4421348.554417097)
267,0,2025-07-01T22:15:00.000,Recreation,-19.44611188102266,POINT (486194.0125563806 4421348.554417097)
